sample_id,lon,lat,state,district,event_date,elevation,slope_deg,aspect_sin,aspect_cos,plan_curv,prof_curv,tri,twi,relief_500m,rain_1d,rain_3d,rain_7d,rain_15d,rain_30d,api,rain_annual_mean,label,label_conf,loc_accuracy_km,trigger,size,category,fatalities,source,hq_location,block_id,split
6abc33f14d790bb9,94.0691,24.2451,Manipur,Chandel,2007-09-10,1281.6763,32.1298,-0.5447,0.8386,0.0043,-0.0004,44.3245,12.6168,434.1936,6.3093,25.4905,129.105,153.7756,226.0461,107.6397,1498.743,1,0.3,25.0,rain,medium,landslide,0,NASA_GLC,0,240009,train
5edef54ce9994efd,94.1136,25.6237,Nagaland,Kohima,2015-08-12,1584.5415,26.6507,0.5013,0.8653,0.0006,0.0008,34.7678,12.6319,397.5618,3.3096,31.1048,62.1346,114.8533,264.5815,76.565,1517.4457,1,0.6,5.0,continuous_rain,medium,mudslide,0,NASA_GLC,0,240015,train
c84a98d64c57d327,88.3651,27.1675,Sikkim,South Sikkim,2012-09-16,1478.3624,21.4917,-0.9892,0.1465,-0.0029,0.0005,29.0248,12.7535,375.2467,14.6126,62.9292,236.04,265.063,417.3804,197.849,2572.1633,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,10022,test
b51bc02a9abc6216,94.0644,24.4072,Manipur,Chandel,2015-08-01,1188.1787,20.7196,0.9911,0.1334,0.0009,-0.0007,27.7745,13.1161,298.7455,87.3967,125.8064,144.2682,302.7196,387.9936,191.6314,1680.3857,1,0.6,5.0,continuous_rain,medium,landslide,0,NASA_GLC,0,240010,train
c9639e9c8c4d0073,92.694,23.7527,Mizoram,Aizawl,2010-09-16,792.6718,23.8355,0.7414,0.671,-0.004,-0.0004,28.5361,13.2137,386.3946,22.7779,55.6202,97.7079,244.5223,436.8616,147.6292,2282.0493,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,180007,train
421a209a31044465,94.25,26.138,Nagaland,Wokha,2008-08-19,1018.0193,8.9733,-0.9995,0.0328,-0.0198,1e-04,14.3029,13.909,281.4914,6.2298,16.7956,41.5339,113.9843,299.3533,80.5925,1789.5958,1,0.2,50.0,downpour,medium,mudslide,4,NASA_GLC,0,240017,test
21fa573e955cd649,94.0573,23.9939,Manipur,Chandel,2015-08-01,953.9341,20.5808,-0.8547,0.5191,0.0033,-0.0029,27.71,13.1535,295.831,87.598,126.0972,144.5968,302.9975,388.0002,191.8873,1078.8973,1,0.2,50.0,continuous_rain,medium,landslide,0,NASA_GLC,0,240008,train
5ef323abfd394d5f,91.7214,26.4935,Assam,Kamrup,2015-09-01,59.3334,0.0827,0.6043,-0.7967,0.0426,1e-04,1.2878,18.8424,13.0732,23.335,95.7021,156.6705,295.7202,374.0342,172.1112,1673.381,1,0.45,10.0,rain,medium,landslide,2,NASA_GLC,0,140019,train
17551074a31e54a5,94.1066,25.67,Nagaland,Kohima,2008-08-29,1445.3915,6.8058,-0.9224,-0.3862,-0.0087,-0.0006,13.7745,14.434,178.6616,15.9346,17.4446,44.3354,147.2791,413.6263,97.6931,1523.0817,1,0.3,25.0,downpour,medium,complex,0,NASA_GLC,0,240015,train
6f8e9acb51f2113f,93.8443,24.9356,Manipur,Senapati,2010-07-31,847.6478,1.5121,-0.475,0.88,-0.0003,-0.0,1.7599,15.1077,40.2263,29.7022,62.4326,140.6191,202.2441,370.0341,153.0725,1426.5697,1,0.3,25.0,rain,medium,landslide,0,NASA_GLC,0,230012,train
c87d756f5495d013,93.5039,24.7543,Manipur,Tamenglong,2010-06-07,396.5954,10.7478,0.9968,-0.0804,0.0195,0.0005,23.8181,13.5315,402.6762,15.0989,34.2299,67.9192,143.3004,234.7766,88.5811,1640.2489,1,0.2,50.0,rain,medium,landslide,0,NASA_GLC,0,210011,train
aaa2ea46f86dd831,92.7362,23.7131,Mizoram,Aizawl,2015-06-19,869.0544,30.2061,0.1559,0.9878,-0.0012,-0.0025,37.2185,12.7886,286.5072,6.2174,91.4198,103.0424,187.6955,279.5732,135.1169,2282.0493,1,0.2,50.0,rain,medium,landslide,0,NASA_GLC,0,180007,train
b31fc45650999a12,94.9439,26.3897,Nagaland,Mon,2013-08-16,535.2544,16.4245,0.9958,-0.092,0.0105,0.0023,28.2834,13.2565,372.9746,56.1356,77.4736,147.2549,265.3206,443.5322,174.1058,2031.727,1,0.45,10.0,rain,medium,landslide,0,NASA_GLC,0,270019,train
eb824659ac8c98e0,92.3807,25.1416,Meghalaya,Jaintia Hills,2015-08-19,161.8328,13.762,-0.0137,0.9999,-0.0008,0.0003,16.5243,12.9449,211.2372,16.6889,29.7262,41.1904,130.6128,313.4858,76.7816,2192.1719,1,0.6,5.0,rain,small,landslide,0,NASA_GLC,0,170013,train
176c036f1972f1a3,92.7212,23.7348,Mizoram,Aizawl,2009-10-05,960.8118,16.6763,-0.5375,0.8433,-0.0074,0.0002,26.8906,13.59,289.2797,4.064,4.3184,4.7774,111.6317,280.022,57.0124,2282.0493,1,0.6,5.0,downpour,medium,landslide,3,NASA_GLC,0,180007,train
7a17eb9aaf16da75,91.7825,26.1961,Assam,Kamrup,2016-06-22,121.4815,9.5969,-0.3424,0.9396,0.0068,0.0005,14.2182,14.023,120.2543,7.799,19.4997,54.7966,162.4942,235.9578,87.1171,1511.5951,1,0.6,5.0,downpour,medium,mudslide,1,NASA_GLC,0,140018,train
71eb294487b6fd15,92.3636,25.0728,Meghalaya,Jaintia Hills,2015-08-19,112.338,15.9432,-0.9589,0.2836,0.0004,-0.0013,21.4069,13.6822,240.5374,12.9105,26.0113,62.0777,263.8776,423.404,129.1664,2864.3525,1,0.6,5.0,rain,medium,landslide,0,NASA_GLC,0,170013,train
60dcd849db279660,92.7187,23.7313,Mizoram,Aizawl,2015-09-14,1015.4535,25.3119,0.3989,0.917,0.002,-0.0008,32.4712,12.9611,265.7333,0.0,4.1823,12.2713,65.2538,407.545,62.3794,2282.0493,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,180007,train
9da966c2773f672c,88.609,27.337,Sikkim,East,2008-08-28,1540.5886,19.8141,-0.7839,-0.6208,0.0003,1e-04,23.0013,12.7222,477.5916,88.1646,169.7778,266.5234,436.5224,762.7962,309.25,3050.8796,1,0.3,25.0,downpour,medium,landslide,0,NASA_GLC,0,20023,test
438f79e071171ce6,88.6087,27.322,Sikkim,East,2010-04-17,1545.2338,25.5551,-0.0398,-0.9992,-0.005,-0.0009,35.0793,12.9377,423.723,20.9947,27.6385,96.7794,142.3701,308.6311,110.7073,3050.8796,1,0.85,1.0,downpour,small,landslide,0,NASA_GLC,1,20023,test
922f0d26b718fa1a,95.8776,28.4298,Arunachal Pradesh,Lower Dibang Valley,2010-05-31,512.0041,6.5704,-0.7579,-0.6524,-0.0061,0.0005,9.9578,13.7015,383.8242,1.034,3.3065,25.4067,77.1255,296.624,61.3482,2017.1823,1,0.2,50.0,downpour,medium,landslide,0,NASA_GLC,0,310028,val
0c342d4df4dd88cf,92.7264,24.5204,Assam,Hailakandi,2016-05-18,40.0628,1.053,-0.6903,-0.7235,-0.0031,-0.0,1.3012,16.3264,15.6768,182.6838,214.4782,260.3884,277.3929,593.0526,274.4598,2745.4338,1,0.85,1.0,continuous_rain,unknown,landslide,2,NASA_GLC,1,180010,test
50174c9484d46795,92.6351,27.0136,Assam,West Kameng,2016-07-01,222.8996,5.1046,-0.8897,0.4566,-0.0038,0.0002,7.0043,14.7749,174.6511,30.2245,60.0002,79.7698,195.6766,327.6976,122.0349,2103.0442,1,0.85,1.0,downpour,large,landslide,5,NASA_GLC,1,180021,train
9f37365d46bf1e5f,88.5577,27.7167,Sikkim,North Sikkim,2012-06-03,2650.3303,12.2118,-0.03,0.9996,-0.0076,0.0013,16.7691,13.2558,423.5784,5.2386,22.8449,53.2632,81.8055,157.1764,57.7797,2496.6716,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,20024,test
151bb729216fcf87,93.6287,27.0998,Arunachal Pradesh,Papum Pare,2008-06-14,415.4074,5.4001,0.4666,-0.8845,-0.0032,0.0,7.0503,14.3177,106.5289,79.9929,122.5535,159.5273,240.5132,329.7888,175.9062,2033.2314,1,0.3,25.0,rain,large,landslide,21,NASA_GLC,0,220022,train
8a2b177fad44f92a,91.7599,26.1771,Assam,Kamrup,2013-05-11,73.5423,3.8167,-0.9992,0.0409,-0.0019,-0.001,6.6495,15.0016,30.7727,18.4606,50.2481,63.1985,98.0402,149.6784,70.892,1511.5951,1,0.6,5.0,rain,medium,landslide,0,NASA_GLC,0,140018,train
103872148103d159,95.4993,26.9986,Arunachal Pradesh,Tirap,2012-06-25,658.3473,16.2703,0.9382,-0.3462,0.0017,0.0005,22.3223,13.1032,213.8778,3.394,54.5669,101.2144,193.163,314.3912,116.3107,2022.789,1,0.2,50.0,downpour,medium,landslide,0,NASA_GLC,0,290021,train
77987463bbabd5bf,93.8067,25.7713,Nagaland,Dimapur,2011-08-13,238.0029,9.2207,-0.4517,-0.8922,0.0003,0.0023,12.0493,14.1548,136.63,40.0999,43.077,73.5117,103.1203,240.3708,89.7732,1538.3453,1,0.45,10.0,downpour,medium,mudslide,0,NASA_GLC,0,230016,train
ca141b4f04b6d939,93.0515,27.8837,Arunachal Pradesh,Kurung Kumey,2013-08-01,1558.7988,40.2091,-0.9437,0.3307,0.0008,0.0003,58.3546,11.7797,362.1593,0.2913,11.208,68.5499,129.6525,423.0963,92.1641,2914.0208,1,0.45,10.0,rain,medium,mudslide,0,NASA_GLC,0,200025,train
b34d5a56c05412ed,93.9482,24.8063,Manipur,East Imphal,2011-07-06,782.0614,0.2641,0.9825,0.1861,-0.0179,0.0,1.0728,17.843,9.1726,12.1399,35.2413,92.2518,178.1834,285.6766,109.295,1428.1997,1,0.2,50.0,downpour,medium,landslide,6,NASA_GLC,0,230012,train
c78477f8db08032e,92.8416,22.7176,Mizoram,Lunglei,2010-09-13,732.7857,15.6512,0.3842,0.9232,0.0043,0.002,21.6297,13.8474,370.526,6.8957,103.826,157.0452,318.8313,573.359,210.2915,2456.0713,1,0.3,25.0,downpour,medium,landslide,0,NASA_GLC,0,190002,test
6d4128e7a4a5c7f9,92.8,27.7,Arunachal Pradesh,West Kameng,2009-08-12,2438.7622,14.4523,-0.5945,-0.8041,0.0,0.0007,21.0868,13.2527,269.0684,16.5343,25.0558,46.0182,285.5781,611.2121,161.5381,2180.2146,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,190024,train
53e7b1eb66f2c483,93.8794,25.5098,Manipur,Senapati,2015-07-22,1666.867,10.821,0.3289,-0.9444,0.0008,-0.0007,12.5307,13.3626,161.3416,11.1686,43.9182,121.6747,186.7667,310.5978,114.3481,1517.4457,1,0.45,10.0,continuous_rain,medium,landslide,0,NASA_GLC,0,230015,train
ddaf98672422a96c,94.4182,24.8628,Manipur,Ukhrul,2009-08-30,889.1971,29.2653,-0.9378,-0.3473,-1e-04,1e-04,39.8935,12.6734,357.9612,1.4216,6.5245,20.8316,84.1538,226.6052,64.2221,1099.6504,1,0.2,50.0,downpour,medium,landslide,0,NASA_GLC,0,250012,val
441b53b75492662a,93.5027,24.9786,Manipur,Tamenglong,2010-07-29,1327.3932,15.6183,0.3599,-0.933,0.0005,-1e-04,18.7447,13.0324,290.515,31.3712,67.5353,84.4773,183.3811,295.4572,114.312,1509.9784,1,0.45,10.0,downpour,medium,landslide,0,NASA_GLC,0,210012,train
62fbaa18a0dec6d2,92.8339,25.2946,Assam,North Cachar Hills,2007-08-26,902.2694,8.3743,0.999,0.044,-0.0058,-1e-04,15.3456,13.8968,254.1079,21.3032,77.6542,116.3911,174.4917,392.7716,135.9552,2058.8271,1,0.25,25.0,rain,medium,landslide,0,NASA_GLC,0,190014,test
c09cb53bd0b1b78a,91.7162,26.1226,Assam,Kamrup,2012-06-22,69.9637,12.9726,-0.8472,0.5312,0.0012,0.0023,15.4564,13.636,141.5193,10.8597,16.131,37.7378,76.1396,190.8457,61.5282,1519.5187,1,0.6,5.0,downpour,medium,landslide,3,NASA_GLC,0,140017,val
3cd72894cc4a37ee,91.893,25.583,Meghalaya,East Khasi Hills,2015-09-23,1444.9462,8.069,-0.9064,-0.4225,-0.001,-0.0003,11.0988,14.2552,51.516,64.587,104.6766,158.7628,230.8275,572.7589,186.7979,1845.431,1,0.6,5.0,downpour,medium,landslide,2,NASA_GLC,0,150015,train
eb9761557474debd,92.3814,24.6005,Assam,Karimganj,2010-06-03,109.5588,4.1221,0.6764,-0.7365,-0.0118,-0.0017,17.042,15.1505,71.7497,16.5567,71.3993,112.1948,341.4983,490.296,183.2326,2719.7605,1,0.3,25.0,downpour,medium,landslide,2,NASA_GLC,0,170011,val
6dbb9db05ff3a0f3,91.8569,27.5799,Arunachal Pradesh,Tawang,2016-04-22,2781.587,19.2193,-0.5547,-0.832,-0.0047,-0.0005,26.498,13.0839,440.9482,37.0514,97.1854,122.1891,148.9951,191.4486,120.0157,1919.8044,1,0.6,5.0,continuous_rain,medium,landslide,17,NASA_GLC,0,150024,train
eba18945918d7d11,91.9754,27.5754,Arunachal Pradesh,Tawang,2016-08-05,2426.232,23.8141,0.9979,-0.0648,-0.0005,0.0004,31.1008,12.4707,521.2661,0.249,8.3168,15.2438,95.5171,239.7786,58.2538,2002.7416,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,150024,train
6194f895fc856de2,92.2833,27.44,Arunachal Pradesh,West Kameng,2011-08-12,2615.2617,10.0826,-0.8589,0.5121,0.0039,-0.0021,12.6254,13.8569,396.7254,1.4936,1.4936,10.6242,84.9948,212.059,42.7818,1974.4858,1,0.2,50.0,rain,medium,landslide,0,NASA_GLC,0,160023,train
fb74fa340bd03db2,94.5438,26.2083,Nagaland,Zunheboto,2013-08-04,1475.9739,14.3318,0.1785,-0.9839,-0.004,-0.0003,16.4806,13.256,287.9357,0.0,27.6597,40.6293,147.6558,338.9963,92.3381,1860.061,1,0.85,1.0,monsoon,medium,landslide,0,NASA_GLC,1,260018,train
6cf58a56ead23aae,93.9784,24.6596,Manipur,Thoubal,2008-06-09,779.4662,0.1153,-0.4855,-0.8743,-0.008,-0.0,1.5335,18.8266,5.6074,12.0674,18.2352,20.5414,31.8307,136.1667,32.7393,1428.1997,1,0.25,25.0,monsoon,medium,landslide,0,NASA_GLC,0,230011,test
5e517a0f674572ec,94.1497,25.8266,Nagaland,Kohima,2013-10-05,1418.5869,8.3296,0.3585,0.9335,-0.0176,0.0009,16.6369,14.0188,228.325,15.2145,23.1008,31.6204,91.6673,162.1349,59.4665,1561.039,1,0.6,5.0,continuous_rain,medium,mudslide,0,NASA_GLC,0,240016,train
3d0c71898a2aa8eb,91.7702,26.1768,Assam,Kamrup,2016-07-14,67.4368,16.5846,-0.4148,0.9099,-0.0029,0.002,18.773,13.7045,126.7556,5.4633,9.6306,39.1995,82.1528,157.0204,49.4577,1511.5951,1,0.85,1.0,monsoon,small,landslide,1,NASA_GLC,1,140018,train
915f03f5397cc7c7,93.3497,27.8997,Arunachal Pradesh,Kurung Kumey,2010-04-02,868.8132,8.4872,-0.8347,-0.5507,-0.0057,-0.0003,10.2859,13.6829,189.9178,25.3047,80.8037,147.2298,196.8811,242.5413,134.0601,3226.0361,1,0.85,1.0,downpour,large,mudslide,12,NASA_GLC,1,210025,test
850e59406854d348,92.7175,23.7281,Mizoram,Aizawl,2013-05-11,1081.0228,1.5564,0.4281,-0.9037,-0.0518,-0.0021,7.3079,15.8928,235.5428,24.6138,74.8912,158.649,196.2427,218.8305,135.049,2282.0493,1,0.3,25.0,rain,large,landslide,15,NASA_GLC,0,180007,train
09d1015604b8dded,93.686,25.16,Manipur,Tamenglong,2015-06-19,935.1093,31.7756,-0.7625,0.647,0.0057,0.0007,47.4339,12.6812,484.727,0.4324,9.3422,31.1616,74.3133,114.8102,41.948,1501.3524,1,0.85,1.0,monsoon,medium,landslide,0,NASA_GLC,1,220013,train
260522469cacd394,92.2897,25.3433,Meghalaya,Jaintia Hills,2010-05-11,1196.6797,1.0713,-0.0318,0.9995,0.0025,0.0004,4.1155,16.1409,46.837,15.7954,29.9553,61.695,108.7459,452.8482,112.2011,2435.8306,1,0.3,25.0,downpour,medium,landslide,0,NASA_GLC,0,160014,train
14dacd88e1151f47,91.6906,26.1016,Assam,Kamrup,2013-05-11,149.04,18.6934,0.6729,0.7397,-0.0076,-0.001,32.2727,13.0126,124.3725,10.4089,59.6601,89.8255,117.6149,174.4008,87.4244,1519.5187,1,0.6,5.0,rain,medium,landslide,0,NASA_GLC,0,140017,val
38d8b77b44757a4c,92.6755,24.2315,Mizoram,Kolasib,2013-05-07,668.8946,3.2496,-0.5066,-0.8622,0.0069,1e-04,5.8494,15.1254,102.2659,3.9207,19.6246,32.8018,36.9597,65.2773,30.6565,2410.2793,1,0.2,50.0,rain,medium,mudslide,0,NASA_GLC,0,180009,val
8fbb50de9baff18f,91.763,26.1965,Assam,Kamrup,2010-04-20,90.4844,2.6112,-0.9874,0.158,-0.0035,-0.0007,7.495,15.1632,111.309,28.9444,85.7995,119.325,127.2546,202.7015,112.3939,1511.5951,1,0.85,1.0,downpour,medium,landslide,0,NASA_GLC,1,140018,train
83bf0b3bd95e7fb8,91.8806,26.1028,Assam,Kamrup,2015-08-22,114.2977,11.5705,-0.8705,0.4921,0.0042,0.0004,15.8752,13.8937,167.3766,2.8567,34.0049,135.3735,187.6436,274.6264,115.6688,1174.9448,1,0.6,5.0,continuous_rain,medium,landslide,0,NASA_GLC,0,150017,train
6294bcda1de41b02,94.564,26.0838,Nagaland,Zunheboto,2013-08-04,1830.2913,16.1599,-0.2039,0.979,-0.0043,-0.0006,20.7928,13.359,300.5509,0.0,18.9144,33.2933,89.1922,297.0366,67.7378,1802.7754,1,0.3,25.0,rain,medium,landslide,0,NASA_GLC,0,260017,test
4a7980ad431f1f7b,92.6724,24.042,Mizoram,Kolasib,2015-08-27,804.4212,7.8561,-0.1189,0.9929,-0.0014,-1e-04,8.6366,13.599,197.2563,65.5222,114.6723,213.817,302.3572,421.3241,225.4883,2286.9666,1,0.45,10.0,downpour,medium,landslide,0,NASA_GLC,0,180008,test
fefd9acfec5b1aed,93.7145,27.125,Arunachal Pradesh,Papum Pare,2011-07-15,132.6064,0.2417,0.9997,0.0249,0.0009,0.0,0.3605,17.4489,55.9626,72.2925,95.4139,110.6675,219.112,375.936,153.5276,2033.2314,1,0.6,5.0,downpour,small,landslide,0,NASA_GLC,0,220022,train
c508e24ff3c8dcf1,96.1509,28.8254,Arunachal Pradesh,Upper Dibang Valley,2013-04-07,3591.0508,23.8847,0.1149,0.9934,-0.0006,0.0005,27.8578,12.335,365.9162,3.4624,56.1906,75.0822,158.7108,276.3774,110.1031,2065.509,1,0.25,25.0,rain,medium,landslide,0,NASA_GLC,0,320029,train
b67bc68577946e0b,94.0984,24.416,Manipur,Chandel,2015-08-01,1406.329,19.1816,0.1687,-0.9857,-0.0004,-1e-04,28.1942,13.0968,255.2848,87.3967,125.8064,144.2682,302.7196,387.9936,191.6314,1680.3857,1,0.6,5.0,continuous_rain,medium,landslide,0,NASA_GLC,0,240010,train
0109faacc161797c,94.1327,25.4786,Manipur,Senapati,2010-08-27,1748.8625,9.5204,-0.2307,0.973,-0.0081,-0.0014,13.2572,13.4294,229.7162,13.4204,25.3497,150.4342,235.221,346.9062,140.8026,1534.025,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,240015,train
f93bd58647e319ef,88.4451,27.4885,Sikkim,North Sikkim,2011-06-17,1841.947,36.5249,0.2584,0.966,0.0042,0.0012,51.0157,11.9226,799.8476,16.4895,33.0266,52.1332,165.7496,264.4737,84.8,2545.4712,1,0.25,25.0,rain,medium,mudslide,0,NASA_GLC,0,10023,train
2c3d7db13615ebbc,94.1739,25.8782,Nagaland,Kohima,2011-07-01,1364.8827,13.2353,0.9547,-0.2977,0.0018,0.0009,16.1368,13.6269,304.3987,2.2721,11.2208,87.9906,132.0253,269.8616,87.628,1640.4707,1,0.45,10.0,downpour,medium,landslide,0,NASA_GLC,0,240016,train
ead122a3ffd94f7a,88.3664,27.1695,Sikkim,South Sikkim,2016-10-15,1571.5709,21.1166,-0.9992,0.0408,-0.002,-0.002,27.7073,12.8409,414.758,0.0,58.4056,117.1874,143.8336,384.139,123.0868,2572.1633,1,0.6,5.0,rain,medium,landslide,0,NASA_GLC,0,10022,test
564c3b7c12935945,92.4584,25.0318,Assam,Cachar,2015-03-19,88.502,15.8312,-0.9984,0.0564,-0.0069,-0.0005,22.4144,13.5407,195.1432,0.0,0.0,0.0,0.3556,20.2755,2.3126,2559.657,1,0.6,5.0,rain,small,landslide,0,NASA_GLC,0,170013,train
646b0e07e3336685,94.9829,28.611,Arunachal Pradesh,Upper Siang,2013-09-02,1694.0128,23.3192,0.9443,0.3291,-0.0123,0.0007,39.297,12.8358,715.0375,8.9927,80.4249,135.8997,139.7384,293.361,122.5564,2881.9834,1,0.6,5.0,downpour,large,landslide,0,NASA_GLC,0,270028,test
2ca917e01f8d26fc,93.3783,23.5397,Mizoram,Champhai,2016-07-28,1560.762,18.4656,-0.9777,0.2102,-0.0044,-0.0008,25.8024,13.1673,469.2638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.85,1.0,continuous_rain,medium,landslide,2,NASA_GLC,1,210006,train
d31dbfca1645fb04,91.7369,26.1049,Assam,Kamrup,2012-06-25,128.4388,9.4287,-0.9859,-0.1675,0.0059,0.002,17.1891,14.118,154.2905,27.6539,33.6642,55.3532,105.8666,218.6605,77.277,1519.5187,1,0.85,1.0,downpour,large,landslide,1,NASA_GLC,1,140017,val
920c2315ca7181ec,96.1517,28.8254,Arunachal Pradesh,Upper Dibang Valley,2012-06-02,3560.0637,22.255,0.0494,0.9988,-0.0007,0.0008,25.9816,12.2986,322.551,0.0,0.0,0.0,0.0,0.0,0.0,2065.509,1,0.2,50.0,downpour,medium,landslide,0,NASA_GLC,0,320029,train
c9c9911b284ba6b6,93.0385,27.36,Arunachal Pradesh,East Kameng,2015-07-15,413.4979,7.8475,-0.5193,-0.8546,-0.0028,-0.0007,8.8515,13.6259,127.2068,118.9094,120.5791,122.679,185.3785,445.8882,167.473,2321.1013,1,0.6,5.0,monsoon,medium,landslide,3,NASA_GLC,0,200023,train
a58f7f07fb1937ca,91.8383,26.1309,Assam,Kamrup,2013-10-06,106.2124,12.6185,0.8701,0.4929,-0.0044,0.0005,15.0577,13.836,134.4109,29.8849,43.299,47.6036,123.8541,175.0934,78.7089,1511.5951,1,0.6,5.0,downpour,medium,landslide,1,NASA_GLC,0,150017,train
41c7716abd87e9ac,95.4112,28.3036,Arunachal Pradesh,East Siang,2010-09-09,1764.0216,46.3366,0.0521,0.9986,-0.0019,-0.0003,68.9634,11.6712,658.7364,21.016,46.1293,90.1491,143.5264,270.4125,101.0914,2976.0107,1,0.25,25.0,downpour,medium,landslide,10,NASA_GLC,0,290027,train
8410b64d865f32f8,93.8474,25.1555,Manipur,Senapati,2011-05-31,1338.2352,13.1973,-0.2956,-0.9553,0.0294,-0.0002,45.6132,13.3306,497.9231,8.4944,29.7686,58.2697,87.5011,171.0583,63.6487,1501.3524,1,0.3,25.0,continuous_rain,small,landslide,0,NASA_GLC,0,230013,val
326055d306211028,94.0212,25.2745,Manipur,Senapati,2010-10-08,1061.8728,6.3328,-0.4314,0.9021,0.0047,0.0005,7.4995,14.1912,127.7197,56.5396,90.1066,95.9536,160.2842,278.0884,122.4938,1512.6017,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,230014,train
8879f72a9fe983f0,92.7106,23.735,Mizoram,Aizawl,2010-09-13,932.2318,18.0866,-0.146,0.9893,-0.0005,0.0013,20.0977,13.7229,233.6764,10.8912,40.2885,63.7369,228.8756,402.4349,134.1744,2282.0493,1,0.85,1.0,downpour,medium,landslide,0,NASA_GLC,1,180007,train
16ba5b0c4cc9bac5,92.8551,25.0888,Assam,North Cachar Hills,2011-05-24,285.6072,18.31,0.9969,-0.079,-0.0007,0.0003,23.0233,13.0612,275.0624,59.9792,98.8922,312.5443,355.1206,455.1614,271.2707,2501.4507,1,0.45,10.0,downpour,medium,complex,0,NASA_GLC,0,190013,val
8ece00c3ce1b80fc,88.6188,27.3392,Sikkim,East,2010-08-27,1861.6674,17.66,-0.7735,0.6338,-0.0006,-0.0005,22.6715,13.1162,420.0336,70.5605,159.861,277.785,476.5526,731.0438,319.1126,3050.8796,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,20023,test
ddc0490390b4fff8,93.0748,23.3439,Mizoram,Champhai,2010-09-13,1308.6677,31.6869,-0.157,0.9876,-0.0004,0.0004,41.6098,12.7345,421.4008,9.3739,64.8739,91.7675,299.7439,531.731,177.8074,2246.7551,1,0.3,25.0,downpour,medium,landslide,0,NASA_GLC,0,200005,train
6b6abb4654ccddd4,90.2191,25.5084,Meghalaya,West Garo Hills,2015-06-16,322.2913,13.7936,0.5133,-0.8582,-0.001,0.0007,17.5676,13.3499,210.3474,16.1797,41.4785,287.398,533.7328,995.1749,345.2396,3075.9753,1,0.85,1.0,downpour,small,rock_fall,1,NASA_GLC,1,80015,train
69ff628a6c80081d,94.693,26.7103,Nagaland,Mokokchung,2013-08-11,688.3138,12.4184,-0.0387,-0.9993,0.0003,-0.0005,17.2151,14.4345,303.6449,26.7422,48.2623,145.2804,190.1412,461.772,149.9526,1983.6088,1,0.45,10.0,downpour,very_large,landslide,0,NASA_GLC,0,260020,val
aff721833bd1b00b,88.6428,27.3543,Sikkim,East,2010-05-31,2098.4736,21.7584,0.1488,0.9889,0.0034,0.0002,26.2788,12.6483,442.6222,23.7938,59.5839,93.4937,169.7756,251.1325,113.0538,3612.4756,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,20023,test
34c0f79164486fa6,93.4108,24.7679,Manipur,Tamenglong,2010-10-08,516.931,21.6307,0.6471,-0.7624,-0.0051,0.0002,28.8479,13.1066,407.3074,33.8321,91.1272,91.1272,120.5256,189.9226,101.7851,1640.2489,1,0.3,25.0,downpour,medium,landslide,0,NASA_GLC,0,210011,train
8dff04db6bbe3c60,94.6219,25.72,Nagaland,Phek,2015-08-02,1639.9541,40.2074,-0.915,-0.4035,-0.0009,-0.0,60.6135,12.1963,529.3872,1.3097,16.929,21.0545,128.9143,290.6369,71.4699,1679.2863,1,0.45,10.0,continuous_rain,medium,landslide,0,NASA_GLC,0,260016,train
60574daf2e06ca9d,94.5282,26.0101,Nagaland,Zunheboto,2016-07-26,1709.0533,16.1341,-0.2401,0.9708,-0.0052,-0.0016,25.3266,13.5556,330.8856,20.4471,32.8168,54.2956,162.4798,319.9675,95.7166,1802.7754,1,0.6,5.0,downpour,medium,landslide,0,NASA_GLC,0,250017,val
6a5f3838e4dbf277,94.1076,25.682,Nagaland,Kohima,2010-10-09,1459.3822,12.4492,0.0726,-0.9974,-0.0066,0.0006,16.2407,13.8862,241.8304,54.9475,90.3362,92.8492,146.2014,336.468,129.9674,1523.0817,1,0.85,1.0,downpour,medium,landslide,0,NASA_GLC,1,240015,train
0c289c4c2f12b82a,92.7187,23.7348,Mizoram,Aizawl,2015-09-14,1047.514,14.0106,-0.0438,0.999,-0.0081,-0.0008,21.6799,13.5851,277.9053,0.0,4.1823,12.2713,65.2538,407.545,62.3794,2282.0493,1,0.6,5.0,downpour,large,landslide,0,NASA_GLC,0,180007,train
1355ea8fa046b395,90.5549,25.2193,Meghalaya,South Garo Hills,2015-08-19,277.8585,2.0063,0.9427,0.3337,-0.019,-0.0018,14.5199,15.7735,108.5222,568.7945,1125.3584,1666.8672,1751.727,2312.5793,1496.5033,5971.0938,1,0.45,10.0,continuous_rain,medium,landslide,0,NASA_GLC,0,100013,train
